host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,room_type
100%,N/A,4,Washington,DC,20020,38.86817,-76.98337,2,1,1,1,$46.00 ,$0.00 ,$15.00 ,1,1125,6,Private room
100%,N/A,4,Washington,DC,20020,38.86834,-76.98479,2,1,1,1,$20.00 ,$0.00 ,$15.00 ,1,1125,47,Private room
93%,N/A,2,Washington,DC,20011,38.9459,-77.02845,2,1,1,1,$65.00 ,,,1,1125,122,Private room
N/A,N/A,1,Washington,DC,20002,38.89808,-77.00185,3,1,1,2,$140.00 ,$0.00 ,$30.00 ,2,1125,6,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.92583,-77.03055,4,1,2,2,$105.00 ,$500.00 ,$75.00 ,4,1125,44,Entire home/apt
100%,N/A,1,Washington,DC,20032,38.84233,-77.00242,2,1,1,2,$50.00 ,,$20.00 ,2,1125,12,Private room
88%,N/A,2,Washington,DC,20020,38.87378,-76.97219,6,2.5,2,3,$420.00 ,$100.00 ,$100.00 ,1,14,3,Private room
90%,N/A,1,Washington,DC,20019,38.90237,-76.92718,3,1,1,2,$79.00 ,,$35.00 ,2,1125,10,Private room
100%,N/A,2,Washington,DC,20002,38.89812,-76.98031,4,2.5,2,2,$100.00 ,$0.00 ,$100.00 ,2,1125,31,Entire home/apt
97%,N/A,1050,Washington,DC,20009,38.92178,-77.03194,2,1,1,1,$174.00 ,,$125.00 ,30,120,0,Entire home/apt
100%,N/A,3,Washington,DC,20016,38.95582,-77.08184,1,1,1,2,$60.00 ,,,2,30,10,Private room
N/A,N/A,1,Washington,DC,20002,38.91647,-77.0014,4,1,1,2,$80.00 ,,$25.00 ,3,30,4,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.93678,-77.02298,2,1,0,1,$46.00 ,$300.00 ,$50.00 ,2,1125,0,Entire home/apt
98%,N/A,54,Washington,DC,20037,38.90341,-77.04959,8,2.5,3,5,$600.00 ,$0.00 ,$200.00 ,3,1125,36,Entire home/apt
100%,N/A,4,Washington,DC,20020,38.86756,-76.98387,5,1,2,1,$80.00 ,$0.00 ,$15.00 ,1,1125,60,Entire home/apt
100%,N/A,9,Washington,DC,20009,38.91777,-77.03405,2,1,1,1,$70.00 ,,$30.00 ,1,1125,74,Private room
100%,N/A,1,Washington,DC,20001,38.91217,-77.02127,3,1,1,1,$110.00 ,$250.00 ,$65.00 ,2,1125,81,Entire home/apt
100%,N/A,1,Washington,DC,20008,38.94314,-77.06174,6,2,3,3,$150.00 ,$0.00 ,$125.00 ,2,1125,39,Entire home/apt
100%,N/A,6,Washington,DC,20001,38.91321,-77.01201,1,1,1,1,$45.00 ,$250.00 ,$39.00 ,1,7,67,Private room
N/A,N/A,1,Washington,DC,20001,38.91363,-77.00944,4,1,1,1,$100.00 ,$100.00 ,$50.00 ,1,1125,19,Entire home/apt
97%,N/A,7,Washington,DC,20003,38.88591,-76.98216,9,1.5,3,7,$275.00 ,$400.00 ,$125.00 ,1,7,14,Entire home/apt
97%,N/A,7,Washington,DC,20003,38.8874,-76.98242,4,1,1,3,$69.00 ,$125.00 ,$50.00 ,1,7,68,Entire home/apt
82%,N/A,11,Washington,DC,20009,38.9168,-77.03579,4,1,1,2,$120.00 ,,$30.00 ,1,1125,2,Private room
100%,N/A,2,Washington,DC,20009,38.91861,-77.03528,2,1,1,1,$60.00 ,$0.00 ,$30.00 ,1,30,24,Private room
100%,N/A,1,Washington,DC,20009,38.91793,-77.03544,4,1,1,0,$100.00 ,,$30.00 ,1,1125,17,Private room
80%,N/A,1,Washington,DC,20020,38.85642,-76.96599,2,1,1,1,$85.00 ,$0.00 ,$20.00 ,1,5,7,Private room
100%,N/A,2,Washington,DC,20002,38.9062,-76.99031,12,3,4,6,$300.00 ,$0.00 ,$175.00 ,3,1125,14,Entire home/apt
100%,N/A,5,Washington,DC,20001,38.91225,-77.01155,2,1,1,1,$75.00 ,$150.00 ,$49.00 ,1,1125,41,Private room
100%,N/A,3,Washington,DC,20020,38.86573,-76.98064,4,1,2,2,$99.00 ,,$50.00 ,2,1125,42,Entire home/apt
100%,N/A,4,Washington,DC,20002,38.90295,-76.99911,1,1.5,1,1,$69.00 ,$0.00 ,$49.00 ,2,10,43,Private room
100%,N/A,5,Washington,DC,20001,38.91294,-77.00989,8,1,3,4,$159.00 ,$500.00 ,$99.00 ,1,1125,48,Entire home/apt
100%,N/A,1,Washington,DC,20012,38.97062,-77.0257,4,1,1,1,$85.00 ,$100.00 ,$35.00 ,2,1125,48,Entire home/apt
100%,N/A,1817,Washington,DC,,38.87905,-76.98644,6,3,3,3,$159.00 ,$500.00 ,$520.00 ,30,1125,2,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.90715,-77.06126,2,1,1,2,$89.00 ,$150.00 ,$75.00 ,2,150,13,Private room
100%,N/A,6,Washington,DC,20001,38.90585,-77.01598,6,1,2,2,$250.00 ,$100.00 ,$50.00 ,2,30,49,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.96438,-77.00145,3,1,1,1,$80.00 ,,$15.00 ,2,30,31,Entire home/apt
100%,N/A,1817,Washington,DC,,38.92388,-77.02626,8,2,4,4,$171.00 ,$500.00 ,$530.00 ,30,1125,2,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93319,-77.03029,2,1,1,0,$100.00 ,$100.00 ,$50.00 ,4,1125,7,Entire home/apt
100%,N/A,2,Washington,DC,20009,38.91667,-77.03814,3,2,2,2,$130.00 ,,$75.00 ,3,1125,10,Entire home/apt
100%,N/A,0,Washington,DC,20002,38.89966,-76.98331,8,2.5,3,4,$230.00 ,$0.00 ,$150.00 ,2,1125,3,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.91191,-77.00857,1,1.5,1,1,$55.00 ,$0.00 ,$5.00 ,1,90,52,Private room
100%,N/A,1,Washington,DC,20019,38.9044,-76.93423,4,1,2,2,$85.00 ,$0.00 ,$0.00 ,3,1125,26,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91506,-77.01171,6,1.5,3,3,$155.00 ,,$130.00 ,1,1125,61,Entire home/apt
100%,N/A,15,Washington,DC,20009,38.92411,-77.04265,2,1,0,1,$171.00 ,$250.00 ,$100.00 ,3,1125,15,Entire home/apt
100%,N/A,15,Washington,DC,20009,38.9232,-77.04246,2,1,0,1,$171.00 ,$250.00 ,$100.00 ,3,1125,6,Entire home/apt
N/A,N/A,1,Washington,DC,20008,38.92536,-77.0573,5,1,2,3,$50.00 ,$0.00 ,$0.00 ,2,1125,14,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.90332,-77.01736,1,1,1,1,$79.00 ,$200.00 ,$25.00 ,7,1125,4,Private room
50%,N/A,5,Washington,DC,20007,38.91049,-77.06295,2,1,1,1,$50.00 ,$0.00 ,$12.00 ,1,1125,5,Private room
100%,N/A,1,Washington,DC,20002,38.90308,-77.00063,10,2.5,3,5,$299.00 ,$750.00 ,$99.00 ,3,1125,17,Entire home/apt
100%,N/A,1,Washington,DC,20020,38.84638,-76.97068,2,1,1,2,$63.00 ,$100.00 ,$20.00 ,2,7,21,Entire home/apt
N/A,N/A,1,Washington,DC,20010,38.92862,-77.02794,2,1,1,1,$125.00 ,$0.00 ,$35.00 ,2,14,29,Entire home/apt
100%,N/A,11,Washington,DC,20002,38.89845,-76.99768,6,1,2,2,$115.00 ,$0.00 ,$75.00 ,1,1125,50,Entire home/apt
N/A,N/A,1,Washington,DC,20015,38.96072,-77.07431,2,1,1,1,$100.00 ,,$35.00 ,2,14,5,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91445,-77.01139,2,1,1,1,$70.00 ,$150.00 ,$30.00 ,2,1125,65,Private room
97%,N/A,71,Washington,DC,20001,38.91453,-77.01951,6,2,2,3,$175.00 ,$300.00 ,$95.00 ,3,89,18,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.96101,-77.01442,4,1,1,2,$33.00 ,$0.00 ,$5.00 ,1,90,85,Entire home/apt
100%,N/A,11,Washington,DC,20007,38.91102,-77.06531,4,1,1,1,$150.00 ,$0.00 ,$75.00 ,2,1125,39,Entire home/apt
100%,N/A,1817,Washington,DC,,38.93893,-77.06066,2,1,1,1,$80.00 ,$500.00 ,$300.00 ,30,1125,1,Entire home/apt
N/A,N/A,2,Washington,DC,20011,38.9387,-77.0259,2,1,1,1,$150.00 ,,,7,30,1,Entire home/apt
100%,N/A,1,Washington,DC,20018,38.92597,-76.97261,3,1,1,2,$85.00 ,$0.00 ,$80.00 ,2,30,33,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.90057,-77.00382,1,1,1,1,$80.00 ,,,1,21,0,Shared room
N/A,N/A,1,Washington,DC,20015,38.96012,-77.07283,1,1,1,1,$133.00 ,,$75.00 ,1,1125,1,Entire home/apt
N/A,N/A,1,Washington,DC,20005,38.91008,-77.02817,6,2.5,3,4,$250.00 ,,,5,6,0,Entire home/apt
100%,N/A,1817,Washington,DC,,38.9075,-77.02372,2,1,1,1,$107.00 ,$500.00 ,$300.00 ,30,1125,0,Entire home/apt
100%,N/A,2,Washington,DC,20011,38.94902,-77.0146,4,1,1,1,$56.00 ,$200.00 ,$65.00 ,1,7,65,Entire home/apt
100%,N/A,2,Washington,DC,20010,38.93618,-77.03389,6,2,4,8,$325.00 ,$0.00 ,$100.00 ,2,20,10,Entire home/apt
N/A,N/A,1,Washington,DC,20020,38.86509,-76.97764,2,1,1,1,$82.00 ,$0.00 ,$25.00 ,1,1125,3,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.94303,-77.01708,2,1,1,1,$150.00 ,,,1,1125,0,Private room
90%,N/A,1,Washington,DC,20003,38.88694,-76.9962,2,1.5,1,1,$70.00 ,,$20.00 ,1,7,15,Private room
N/A,N/A,2,Washington,DC,20011,38.95745,-76.99991,2,1.5,1,1,$38.00 ,$0.00 ,$5.00 ,1,62,10,Private room
100%,N/A,1817,Washington,DC,,38.87107,-77.01367,2,1,1,1,$77.00 ,$500.00 ,$300.00 ,30,1125,0,Entire home/apt
100%,N/A,1817,Washington,DC,,38.90914,-77.03271,4,1,2,2,$170.00 ,$500.00 ,$360.00 ,30,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.92192,-77.0123,3,1,1,2,$100.00 ,$0.00 ,$40.00 ,2,1125,48,Entire home/apt
100%,N/A,5,Washington,DC,20002,38.90655,-76.98589,4,1,2,2,$109.00 ,$100.00 ,$125.00 ,3,32,6,Entire home/apt
100%,N/A,1,Washington,DC,20020,38.8618,-76.98985,2,1,1,1,$55.00 ,$0.00 ,$15.00 ,1,30,53,Private room
N/A,N/A,1,Washington,DC,20019,38.89316,-76.91011,2,1,1,1,$75.00 ,,,1,1125,4,Private room
90%,N/A,1,Washington,DC,20009,38.92198,-77.04445,2,1,1,1,$80.00 ,,,1,1125,29,Entire home/apt
100%,N/A,1,Washington,DC,20005,38.9074,-77.03451,2,1,0,1,$110.00 ,$0.00 ,$25.00 ,2,1125,14,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93558,-77.02913,4,1,1,2,$62.00 ,$100.00 ,$60.00 ,2,8,56,Entire home/apt
100%,N/A,1,Washington,DC,20032,38.84238,-76.98097,4,1,1,1,$85.00 ,$0.00 ,$15.00 ,1,28,57,Entire home/apt
92%,N/A,2,Washington,DC,20017,38.93922,-76.99187,1,1,2,1,$32.00 ,,,1,1125,1,Private room
100%,N/A,1,Washington,DC,20005,38.90979,-77.03563,2,1,0,1,$75.00 ,,,30,180,2,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91364,-77.01152,2,1,0,1,$70.00 ,$100.00 ,$0.00 ,2,3,22,Entire home/apt
100%,N/A,5,Washington,DC,20001,38.91231,-77.01126,2,1,1,1,$71.00 ,$250.00 ,$49.00 ,2,1125,18,Private room
100%,N/A,5,Washington,DC,20001,38.91166,-77.00974,2,1,1,1,$61.00 ,$250.00 ,$49.00 ,2,1125,8,Private room
100%,N/A,5,Washington,DC,20001,38.91243,-77.00995,2,1,1,1,$65.00 ,$250.00 ,$49.00 ,2,1125,16,Private room
100%,N/A,1,Washington,DC,20011,38.95161,-77.01803,2,1,1,1,$52.00 ,$500.00 ,$25.00 ,4,1125,45,Entire home/apt
100%,N/A,2,Washington,DC,20001,38.91099,-77.01626,6,1,1,3,$150.00 ,$0.00 ,$60.00 ,1,1125,83,Entire home/apt
100%,N/A,4,Washington,DC,20002,38.91104,-77.00554,2,1,1,1,$55.00 ,,$28.00 ,1,10,72,Private room
100%,N/A,4,Washington,DC,20002,38.91137,-77.00474,1,1,1,1,$39.00 ,,$28.00 ,1,10,70,Private room
100%,N/A,1817,Washington,DC,,38.90829,-77.04853,8,3.5,4,5,$284.00 ,$500.00 ,$605.00 ,30,1125,0,Entire home/apt
100%,N/A,1817,Washington,DC,,38.90977,-77.03333,2,1,0,0,$90.00 ,$500.00 ,$300.00 ,30,1125,0,Entire home/apt
100%,N/A,9,Washington,DC,20001,38.92579,-77.02262,10,2,4,6,$220.00 ,$750.00 ,$170.00 ,4,1125,9,Entire home/apt
99%,N/A,15,Washington,DC,20001,38.90671,-77.02463,2,1,0,1,$119.00 ,$100.00 ,$75.00 ,2,14,65,Entire home/apt
90%,N/A,1,Washington,DC,20018,38.92557,-76.97372,10,3.5,4,7,$225.00 ,$200.00 ,$180.00 ,2,14,42,Entire home/apt
100%,N/A,1817,Washington,DC,,38.88771,-76.99627,4,2,2,2,$132.00 ,$500.00 ,$410.00 ,30,1125,0,Entire home/apt
N/A,N/A,2,Washington,DC,20010,38.93647,-77.03342,2,1,0,2,$110.00 ,$0.00 ,$50.00 ,3,1125,5,Entire home/apt
93%,N/A,51,Washington,DC,20009,38.91294,-77.02999,6,2,2,3,$179.00 ,$500.00 ,$140.00 ,2,29,18,Entire home/apt
N/A,N/A,2,Washington,DC,20010,38.93202,-77.02051,2,1.5,1,1,$40.00 ,,,1,1125,15,Private room
100%,N/A,1,Washington,DC,20001,38.91445,-77.01107,5,1,2,2,$84.00 ,$0.00 ,$50.00 ,2,5,20,Entire home/apt
97%,N/A,71,Washington,DC,20001,38.91839,-77.01145,5,1,1,2,$149.00 ,$300.00 ,$95.00 ,3,89,29,Entire home/apt
98%,N/A,54,Washington,DC,20005,38.90912,-77.03125,8,1,2,4,$250.00 ,$0.00 ,$175.00 ,3,1125,28,Entire home/apt
100%,N/A,34,Washington,DC,20003,38.88056,-76.99084,3,1,1,3,$119.00 ,$400.00 ,$60.00 ,1,90,61,Entire home/apt
100%,N/A,1817,Washington,DC,20005,38.9097,-77.03506,2,1,0,0,$90.00 ,$500.00 ,$300.00 ,30,1125,0,Entire home/apt
100%,N/A,1817,Washington,DC,,38.91126,-77.0329,2,1,0,0,$100.00 ,$500.00 ,$300.00 ,30,1125,1,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91881,-77.01232,2,1,1,1,$80.00 ,$250.00 ,$80.00 ,2,1125,73,Entire home/apt
100%,N/A,4,Washington,DC,20002,38.9108,-77.00408,2,1,1,1,$55.00 ,,$28.00 ,1,10,95,Private room
100%,N/A,1,Washington,DC,20009,38.922,-77.0405,2,1,1,1,$100.00 ,$0.00 ,$30.00 ,2,1125,85,Entire home/apt
0%,N/A,2,Washington,DC,20002,38.90445,-76.9784,2,1,0,1,$53.00 ,$0.00 ,$10.00 ,356,1125,0,Entire home/apt
100%,N/A,0,Washington,DC,20019,38.89196,-76.93629,2,1,1,1,$70.00 ,,$50.00 ,2,70,10,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.94988,-77.01801,2,1,1,1,$150.00 ,$0.00 ,$75.00 ,3,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20020,38.85987,-76.98915,2,1,1,1,$49.00 ,$0.00 ,$15.00 ,1,1125,104,Private room
100%,N/A,4,Washington,DC,20002,38.91069,-77.00455,4,1,2,2,$149.00 ,,$59.00 ,1,1125,2,Private room
100%,N/A,3,Washington,DC,20007,38.92292,-77.07476,3,1,1,1,$44.00 ,,$50.00 ,1,31,13,Private room
97%,N/A,1050,Washington,DC,20037,38.90569,-77.05095,2,1,1,1,$183.00 ,,$125.00 ,30,120,0,Entire home/apt
100%,N/A,5,Washington,DC,20009,38.91755,-77.04202,6,2,2,5,$159.00 ,$250.00 ,$110.00 ,2,1125,17,Entire home/apt
100%,N/A,5,Washington,DC,20009,38.91768,-77.04303,6,1,0,5,$149.00 ,$250.00 ,$110.00 ,2,1125,10,Entire home/apt
97%,N/A,9,Washington,DC,20009,38.91661,-77.04377,6,1,2,5,$149.00 ,$250.00 ,$110.00 ,2,1125,13,Entire home/apt
96%,N/A,5,Washington,DC,20009,38.91722,-77.04233,6,1,2,5,$149.00 ,$250.00 ,$110.00 ,2,1125,25,Entire home/apt
100%,N/A,4,Washington,DC,20019,38.90724,-76.94033,2,1,1,1,$54.00 ,"$1,000.00 ",$75.00 ,2,1125,10,Private room
98%,N/A,7,Washington,DC,20002,38.91225,-77.00538,3,1,1,1,$79.00 ,$300.00 ,$25.00 ,2,14,11,Private room
98%,N/A,7,Washington,DC,20002,38.91122,-77.00523,3,1,1,1,$78.00 ,$300.00 ,$28.00 ,2,14,7,Private room
98%,N/A,7,Washington,DC,20002,38.91147,-77.00574,3,1,1,1,$80.00 ,$300.00 ,$28.00 ,2,1125,12,Private room
N/A,N/A,1,Washington,DC,20009,38.915,-77.04399,4,1,0,1,$120.00 ,$0.00 ,$6.00 ,2,1125,3,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.92086,-77.07715,2,1,1,1,$90.00 ,$150.00 ,$50.00 ,1,14,49,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91958,-77.04446,4,1,1,1,$130.00 ,,,3,1125,2,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.92921,-77.0343,2,1,1,1,$90.00 ,$200.00 ,$100.00 ,1,1125,20,Entire home/apt
100%,N/A,1817,Washington,DC,,38.90438,-77.01663,4,2,2,2,$150.00 ,$500.00 ,$410.00 ,30,1125,0,Entire home/apt
100%,N/A,1817,Washington,DC,,38.90321,-77.01523,2,1,1,1,$104.00 ,$500.00 ,$300.00 ,30,1125,1,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91163,-77.01542,2,1,1,1,$95.00 ,$0.00 ,$50.00 ,1,1125,89,Entire home/apt
100%,N/A,2,Washington,DC,20019,38.89587,-76.93056,2,1.5,1,1,$69.00 ,$0.00 ,$10.00 ,2,12,63,Private room
97%,N/A,71,Washington,DC,20003,38.88556,-76.98646,3,1,0,2,$129.00 ,$300.00 ,$85.00 ,3,89,22,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.89891,-76.98669,2,1,1,1,$450.00 ,$0.00 ,$0.00 ,2,1125,1,Private room
100%,N/A,6,Washington,DC,20010,38.93378,-77.03767,2,1,1,1,$31.00 ,$0.00 ,$5.00 ,1,28,73,Private room
100%,N/A,1,Washington,DC,20009,38.92247,-77.04124,4,1,0,1,$85.00 ,$150.00 ,$95.00 ,3,1125,11,Entire home/apt
100%,N/A,0,Washington,DC,20008,38.94993,-77.06738,2,1,1,1,$80.00 ,$0.00 ,$5.00 ,3,3,1,Private room
100%,N/A,3,Washington,DC,20007,38.9225,-77.07593,3,1,1,2,$95.00 ,,$75.00 ,1,31,6,Private room
100%,N/A,1,Washington,DC,20011,38.94191,-77.02116,4,1,1,2,$67.00 ,$0.00 ,$44.00 ,2,75,37,Entire home/apt
100%,N/A,1817,Washington,DC,,38.89421,-76.99418,4,2,2,1,$114.00 ,$500.00 ,$410.00 ,30,1125,2,Entire home/apt
97%,N/A,71,Washington,DC,20002,38.89097,-76.98515,4,1,1,2,$125.00 ,$300.00 ,$95.00 ,3,89,32,Entire home/apt
92%,N/A,1,Washington,DC,20002,38.91636,-77.00793,4,1,1,2,$70.00 ,$500.00 ,$50.00 ,2,90,71,Entire home/apt
100%,N/A,3,Washington,DC,20017,38.92601,-76.99202,2,1,1,1,$45.00 ,,$35.00 ,2,21,28,Private room
100%,N/A,1,Washington,DC,20002,38.89533,-76.98146,4,1,1,3,$100.00 ,$0.00 ,$0.00 ,1,1125,3,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.96513,-77.01245,5,1,3,3,$200.00 ,,,4,1125,2,Entire home/apt
100%,N/A,0,Washington,DC,20018,38.92065,-76.98265,6,2,2,4,$220.00 ,$0.00 ,$200.00 ,3,31,3,Entire home/apt
100%,N/A,15,Washington,DC,20009,38.92291,-77.04148,2,1,0,1,$137.00 ,$250.00 ,$100.00 ,3,1125,5,Entire home/apt
100%,N/A,15,Washington,DC,20009,38.92314,-77.04127,2,1,0,1,$114.00 ,$250.00 ,$100.00 ,3,1125,17,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.96793,-77.02364,2,1,1,1,$45.00 ,$150.00 ,$20.00 ,1,15,8,Private room
100%,N/A,23,Washington,DC,20009,38.91489,-77.04016,2,1,1,1,$90.00 ,$0.00 ,$70.00 ,7,365,1,Private room
100%,N/A,6,Washington,DC,20010,38.9332,-77.03766,2,2,1,1,$60.00 ,,$10.00 ,1,1125,80,Private room
100%,N/A,1,Washington,DC,20009,38.91067,-77.03437,2,1,1,1,$159.00 ,$300.00 ,$75.00 ,3,30,23,Entire home/apt
100%,N/A,3,Washington,DC,20010,38.92921,-77.02859,10,2.5,5,7,$399.00 ,"$1,000.00 ",$150.00 ,1,21,21,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.89172,-76.99929,2,1,1,1,$158.00 ,$150.00 ,$50.00 ,1,2,0,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.9123,-77.03792,4,1,1,2,$97.00 ,$300.00 ,$80.00 ,2,59,4,Entire home/apt
76%,N/A,2,Washington,DC,20019,38.89391,-76.94172,8,2,3,5,$130.00 ,$0.00 ,$80.00 ,1,1125,46,Entire home/apt
100%,N/A,1,Washington,DC,20005,38.90836,-77.03152,2,1,1,1,$78.00 ,$0.00 ,$50.00 ,1,1125,19,Entire home/apt
N/A,N/A,3,Washington,DC,20019,38.89151,-76.95358,4,1,1,2,$115.00 ,,$45.00 ,2,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.91233,-77.04172,3,1,1,1,$149.00 ,$750.00 ,$95.00 ,2,16,9,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.91879,-77.03445,4,1,1,2,$97.00 ,$100.00 ,$75.00 ,2,1125,64,Entire home/apt
100%,N/A,2,Washington,DC,20015,38.96058,-77.06175,2,1.5,1,1,$53.00 ,$0.00 ,$20.00 ,1,1125,3,Private room
100%,N/A,1,Washington,DC,20003,38.88846,-76.97932,4,1,1,2,$115.00 ,$0.00 ,$85.00 ,2,1125,55,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93189,-77.03633,4,1,1,3,$101.00 ,$200.00 ,$100.00 ,2,180,20,Entire home/apt
100%,N/A,3,Washington,DC,20009,38.91277,-77.03793,2,1,0,1,$200.00 ,$100.00 ,$30.00 ,2,1125,34,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.92349,-77.04338,5,2,2,2,$320.00 ,$200.00 ,$95.00 ,2,31,16,Entire home/apt
N/A,N/A,2,Washington,DC,20002,38.89517,-76.99235,2,1,1,1,$75.00 ,,,2,1125,2,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93333,-77.03372,5,1,1,1,$75.00 ,$500.00 ,$100.00 ,1,29,18,Entire home/apt
81%,N/A,2,Washington,DC,20002,38.89272,-76.99865,3,1,0,2,$100.00 ,$250.00 ,$60.00 ,1,1125,76,Entire home/apt
100%,N/A,34,Washington,DC,20009,38.91493,-77.0474,2,1,0,1,$99.00 ,$200.00 ,$60.00 ,1,1125,63,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.95636,-77.01437,3,1,1,2,$80.00 ,,$0.00 ,3,1125,25,Entire home/apt
100%,N/A,6,Washington,DC,20010,38.93382,-77.03965,2,1,1,1,$50.00 ,$0.00 ,$10.00 ,1,28,87,Private room
N/A,N/A,1,Washington,DC,20007,38.9259,-77.07333,2,1,1,1,$98.00 ,,,1,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93457,-77.0391,6,1.5,3,3,$550.00 ,$350.00 ,$200.00 ,2,1125,3,Entire home/apt
98%,N/A,54,Washington,DC,20003,38.88754,-76.98917,6,2,2,1,$250.00 ,$0.00 ,$150.00 ,3,1125,22,Entire home/apt
N/A,N/A,4,Washington,DC,20037,38.90721,-77.0516,2,1,1,1,$100.00 ,$0.00 ,$19.00 ,1,1125,0,Private room
95%,N/A,3,Washington,DC,20009,38.91113,-77.03864,3,1,1,1,$90.00 ,$0.00 ,$35.00 ,1,30,98,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88011,-77.00094,8,3.5,3,4,$330.00 ,$250.00 ,$145.00 ,3,20,10,Entire home/apt
100%,N/A,2,Washington,DC,20003,38.88033,-76.99788,2,1,1,1,$50.00 ,$0.00 ,$15.00 ,2,10,18,Private room
N/A,N/A,2,Washington,DC,20009,38.91705,-77.03889,2,1.5,1,1,$95.00 ,,,4,30,1,Entire home/apt
97%,N/A,1050,Washington,DC,20005,38.9029,-77.03016,2,1,1,1,$147.00 ,,$125.00 ,30,120,1,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.90893,-77.05881,2,1,1,1,$200.00 ,,$50.00 ,2,1125,44,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.91751,-77.01089,2,1,1,2,$175.00 ,,,3,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20032,38.8435,-76.9901,1,1.5,1,1,$27.00 ,$0.00 ,$22.00 ,1,180,0,Private room
97%,N/A,54,Washington,DC,20009,38.91278,-77.04737,4,1,1,2,$199.00 ,$0.00 ,$100.00 ,2,1125,15,Entire home/apt
97%,N/A,54,Washington,DC,20009,38.91323,-77.04668,7,1,2,4,$249.00 ,$0.00 ,$160.00 ,2,1125,3,Entire home/apt
N/A,N/A,1,Washington,DC,20007,38.9108,-77.05323,2,1,1,1,$58.00 ,,,30,1125,0,Private room
N/A,N/A,2,Washington,DC,20024,38.87463,-77.01021,2,1,1,1,$150.00 ,,,1,1125,1,Private room
97%,N/A,54,Washington,DC,20016,38.9309,-77.08459,2,1,1,1,$149.00 ,$0.00 ,$100.00 ,2,1125,11,Entire home/apt
97%,N/A,54,Washington,DC,20007,38.9102,-77.06156,4,2,2,2,$312.00 ,"$1,000.00 ",$150.00 ,30,1125,3,Entire home/apt
100%,N/A,0,Washington,DC,20002,38.89465,-76.99956,2,1,1,1,$120.00 ,$150.00 ,$70.00 ,1,1125,6,Entire home/apt
100%,N/A,6,Washington,DC,20010,38.93307,-77.0394,6,2,3,3,$153.00 ,$0.00 ,$60.00 ,1,28,5,Entire home/apt
100%,N/A,3,Washington,DC,20002,38.91686,-77.00264,2,1,1,1,$175.00 ,,,7,90,0,Private room
100%,N/A,0,Washington,DC,20001,38.90909,-77.01326,2,1,0,1,$75.00 ,$0.00 ,$50.00 ,2,30,17,Entire home/apt
100%,N/A,33,Washington,DC,20008,38.91145,-77.04664,6,2,2,3,$95.00 ,$150.00 ,$120.00 ,2,1121,31,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89631,-76.98971,4,1,1,1,$75.00 ,$0.00 ,$55.00 ,1,100,96,Entire home/apt
100%,N/A,2,Washington,DC,20007,38.90952,-77.06151,3,1,2,2,$200.00 ,$150.00 ,$150.00 ,3,1125,5,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89488,-76.9937,4,1,0,0,$125.00 ,$0.00 ,$75.00 ,2,1125,48,Entire home/apt
